Genetic ID,Alternative ID,Latitude,Longitude,Genetic Sex Determination,Analysis Label,Detailed Label,Source (Library components if this study),UDG treatment (minus=untreated; half=treated except in last nucleotides; plus=treated over all nucleotides),Data type,"Date: One of two formats: (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age, Lab number) e.g. 5983-5747 calBCE (6980±50 BP, Beta-226472) or (Format 2) Archaeological context date, e.g. 2500-1700 BCE",Location,Country,Coverage,SNPs,"mitochondrial DNA haplogroup determination (for newly reported sample, only given for individuals with >10x mtDNA coverage)"
I0803,EUL41,51.167663,11.847527,F,Europe_LNBA,Unetice_EBA,MathiesonNature2015,half,1240K.capture,"2132-1942 calBCE (3650±26 BP, MAMS-22822)",Eulau,Germany,0.228,224184,H4a1a1a
I0804,EUL57,51.167663,11.847527,M,Europe_LNBA,Unetice_EBA,MathiesonNature2015,half,1240K.capture,"2137-1965 calBCE (3671±26 BP, MAMS-22821)",Eulau,Germany,0.054,62496,H3
I0047,HAL16,51.89,11.04,F,Europe_LNBA,Unetice_EBA,MathiesonNature2015,half,1240K.capture,"2111-1891 calBCE (3612±30 BP, MAMS-21481)",Halberstadt-Sonntagsfeld,Germany,1.655,836247,V9
I0048,HAL25,51.89,11.04,M,Europe_EN,LBK_EN,MathiesonNature2015,half,1240K.capture,"5211-5009 calBCE (6153±33 BP, MAMS-21482)",Halberstadt-Sonntagsfeld,Germany,0.456,422925,K1a
I0057,HAL34,51.89,11.04,F,Europe_EN,LBK_EN,MathiesonNature2015,half,1240K.capture,"5218-5019 calBCE (6173±34 BP, MAMS-21483)",Halberstadt-Sonntagsfeld,Germany,0.139,151700,N1a1a1
I0099,HAL36C,51.89,11.04,M,Europe_LNBA,Halberstadt_LBA,MathiesonNature2015,half,1240K.capture,"1193-979 calBCE (2889±30 BP, MAMS-21484)",Halberstadt-Sonntagsfeld,Germany,4.948,985957,H23
I0046,HAL5,51.89,11.04,F,Europe_EN,LBK_EN,MathiesonNature2015,half,1240K.capture,"5212-4989 calBCE (6137±36 BP, MAMS-21479)",Halberstadt-Sonntagsfeld,Germany,1.945,907019,T2c1
I0550,KAR22A,51.273,11.6559,F,Europe_LNBA,Karsdorf_LN,MathiesonNature2015,half,1240K.capture,"2570-2471 calBCE (3993±21 BP, MAMS-23344)",Karsdorf,Germany,0.15,166519,T1a1
I0795,KAR6,51.273,11.6559,M,Europe_EN,LBK_EN,MathiesonNature2015,half,1240K.capture,"5216-5036 calBCE (6174±29 BP, MAMS-22823)",Karsdorf,Germany,0.097,107480,H1 or H1au1b
I0559,QLB15D,51.79,11.14,M,Europe_MNChL,Baalberge_MN,MathiesonNature2015,half,1240K.capture,"3652-3527 calBCE (4815±26 BP, MAMS-22818)",Quedlinburg IX,Germany,0.163,178578,HV
I0164,QUEVIII6,51.79,11.14,F,Europe_LNBA,Unetice_EBA,MathiesonNature2015,plus,1240K.capture,"2023-1894 calBCE (3599±25 BP, MAMS-21497)",Quedlinburg VIII,Germany,2.487,863754,U5b2a1b
I0176,SZEH4,46.4,18.74,F,Europe_EN,LBKT_EN,MathiesonNature2015,plus,1240K.capture,"5207-4944 calBCE (6110±30 BP, Beta-310038)",Szemely-Hegyes,Hungary,0.066,71473,N1a1a1a3
I0410,Troc3,42.5,0.5,M,Europe_EN,Iberia_EN,MathiesonNature2015,plus,1240K.capture,"5295-5066 calBCE (6217±25 BP, MAMS-16161)",Els Trocs,Spain,1.305,528396,T2c1d or T2c1d2
I0413,Troc7,42.5,0.5,F,Europe_EN,Iberia_EN,MathiesonNature2015,plus,1240K.capture,"5302-5074 calBCE (6234±28 BP, MAMS-16166)",Els Trocs,Spain,1.572,657071,V
I0061,UzOO74,61.65,35.65,M,EHG,Karelia_HG,MathiesonNature2015,plus,1240K.capture,"6850-6000 BCE [6270-6000 calBCE (7280±80 BP, OxA-1665); 6410-6050 calBCE (7350±90 BP, OxA-2266); 6390-6030 calBCE (7330±90 BP, OxA-1667); 6590-6240 calBCE (7560±90 BP, OxA-1668); 6590-6240 calBCE (7560±90 BP, OxA-1669); 6360-6000 calBCE (7280±90 BP, OxA-2124); 6530-6210 calBCE (7510±90 BP, OxA-2125); 6850-6410 calBCE (7750±110 BP, OxA-1973); layer date]","Yuzhnyy Oleni Ostrov, Karelia",Russia,5.272,1057094,C1
I0246,SVP41,53.45,50.45,M,Steppe_EMBA,Potapovka,MathiesonNature2015,half,1240K.capture,"2469-1928 calBCE (3760±100 BP, AA-12568)","Utyevka VI, Samara_River, Samara",Russia,0.078,90021,C1
I0247,SVP56,52.43,51.16,M,Steppe_IA,Scythian_IA,MathiesonNature2015,half,1240K.capture,"375-203 calBCE (2220±30 BP, Beta-392493)","Nadezhdinka, Volga Steppes, Samara",Russia,2.812,951695,G2a4
I1498,"HUNG302, NE2",47.52,21.589,F,Europe_EN,Hungary_MN,MathiesonNature2015,half,1240K.capture,"5290-5060 calBCE (6207±30 BP, OxA-27858)",Debrecen Tocopart Erdoalja,Hungary,4.879,839760,H
I1497,"HUNG353, CO1",47.167,19.833,F,Europe_MNChL,Hungary_Late_Copper_Age,MathiesonNature2015,half,1240K.capture,"2900-2700 calBCE (4421±27 BP, MAMS-14825)",Apc-Berekalya I,Hungary,4.563,843595,H
I0726,"M15, M15.2, M15.2 / UF",40.26,29.65,F,Anatolia_N,Anatolia_Neolithic,MathiesonNature2015,half,1240K.capture,6400-5600 BCE,Mentese,Turkey,0.221,236641,H or H5-C16192T
I0805,QLB26,51.79166667,11.14722222,M,Europe_LNBA,Bell_Beaker_Germany,MathiesonNature2015,half,1240K.capture,"2467-2142 calBCE (3839±55 BP, Er-8558)",Quedlinburg VII,Germany,0.232,231622,H1
I0806,QLB28,51.79,11.14,M,Europe_LNBA,Bell_Beaker_Germany,MathiesonNature2015,half,1240K.capture,"2431-2150 calBCE (3824±25 BP, MAMS-22820)",Quedlinburg VII,Germany,0.13,142638,H1
I0406,Mina4,41.2522,-2.32622,M,Europe_MNChL,Iberia_MN,MathiesonNature2015,plus,1240K.capture,3900-3600 BCE,La Mina,Spain,3.947,738288,H1
I0374,"SVP16, NIK7",49.96666667,44.66666667,M,Steppe_EMBA,Poltavka,MathiesonNature2015,half,1240K.capture,2800-2200 BCE,"Nikolaevka III, Samara River, Samara",Russia,1.977,891602,H13a1a
I0370,SVP10,51.27,58.18,M,Steppe_EMBA,Yamnaya_Samara,MathiesonNature2015,half,1240K.capture,3300-2700 BCE,"Ishkinovka I, Eastern Orenburg, Pre-Ural steppe, Samara",Russia,1.043,712941,H13a1a1
I0112,QUEXII6,51.79,11.14,F,Europe_LNBA,Bell_Beaker_Germany,MathiesonNature2015,plus,1240K.capture,"2457-2142 calBCE (3820±42 BP, Er-7038)",Quedlinburg XII,Germany,3.768,985107,H13a1a2
I0807,ESP30,51.42,11.68,M,Europe_MNChL,Baalberge_MN,MathiesonNature2015,half,1240K.capture,"3970-3710 calBCE (5061±62 BP, Er-7784)",Esperstedt,Germany,0.086,94260,H1e1a
I1281,MIR18,42.33333333,-3.5,F,Europe_MNChL,Iberia_Chalcolithic,MathiesonNature2015,half,1240K.capture,"2865-2575 calBCE (4110±30 BP, Beta-416458)","El Mirador Cave, Atapuerca, Burgos",Spain,1.575,646025,H1t
I0122,SVP35,52.22,48.1,M,Steppe_Eneolithic,Samara_Eneolithic,MathiesonNature2015,Mixed:half+plus,1240K.capture,5200-4000 BCE,"Khvalynsk II, Volga River, Samara",Russia,0.723,582950,H2a1
I0441,SVP54,52.3,52.05,F,Steppe_EMBA,Yamnaya_Samara,MathiesonNature2015,half,1240K.capture,"3010-2622 calBCE (4234±60 BP, AA-47805)","Kurmanaevka III, Buzuluk, Samara",Russia,0.091,104430,H2b
I0431,SVP40,53.08,50.36,F,Steppe_MLBA,Srubnaya,MathiesonNature2015,half,1240K.capture,1850-1600 BCE,"Spiridonovka II, Samara River, Samara",Russia,0.094,107284,H2b
I1277,MIR14,42.33333333,-3.5,M,Europe_MNChL,Iberia_Chalcolithic,MathiesonNature2015,half,1240K.capture,"2568-2346 calBCE (3950±30 BP, Beta-416457)","El Mirador Cave, Atapuerca, Burgos",Spain,0.941,566637,H3
I1282,MIR19,42.33333333,-3.5,M,Europe_MNChL,Iberia_Chalcolithic,MathiesonNature2015,half,1240K.capture,"2900-2346 BCE [2568-2346 calBCE (3950±30 BP, Beta-416457); 2857-2496 calBCE (4080±30 BP, Beta-416456); 2865-2575 calBCE (4110±30 BP, Beta-416458); 2900-2679 calBCE (4210±30 BP, Beta-416455); based on dates of other El Mirador samples)","El Mirador Cave, Atapuerca, Burgos",Spain,0.06,69288,H3
I1284,MIR21,42.33333333,-3.5,M,Europe_MNChL,Iberia_Chalcolithic,MathiesonNature2015,half,1240K.capture,"2900-2346 BCE [2568-2346 calBCE (3950±30 BP, Beta-416457); 2857-2496 calBCE (4080±30 BP, Beta-416456); 2865-2575 calBCE (4110±30 BP, Beta-416458); 2900-2679 calBCE (4210±30 BP, Beta-416455); based on dates of other El Mirador samples)","El Mirador Cave, Atapuerca, Burgos",Spain,0.114,125450,H3
I0111,ROT4,51.45,11.54,F,Europe_LNBA,Bell_Beaker_Germany,MathiesonNature2015,Mixed:half+plus,1240K.capture,"2475-2204 calBCE (3881±50 BP, Er-8712)",Rothenschirmbach,Germany,0.731,558181,H3ao
I1276,MIR13,42.33333333,-3.5,F,Europe_MNChL,Iberia_Chalcolithic,MathiesonNature2015,half,1240K.capture,"2900-2346 BCE [2568-2346 calBCE (3950±30 BP, Beta-416457); 2857-2496 calBCE (4080±30 BP, Beta-416456); 2865-2575 calBCE (4110±30 BP, Beta-416458); 2900-2679 calBCE (4210±30 BP, Beta-416455); based on dates of other El Mirador samples)","El Mirador Cave, Atapuerca, Burgos",Spain,0.104,117488,H3c3
I0430,SVP39,53.08,50.36,M,Steppe_MLBA,Srubnaya,MathiesonNature2015,half,1240K.capture,1850-1600 BCE,"Spiridonovka II, Samara River, Samara",Russia,3.21,881469,H3g
I0797,KAR16A,51.28305556,11.65,M,Europe_EN,LBK_EN,MathiesonNature2015,half,1240K.capture,5500-4775 BCE,Karsdorf,Germany,0.087,95833,H46b
I1580,L12-393,40.3,29.56666667,F,Anatolia_N,Anatolia_Neolithic,MathiesonNature2015,half,1240K.capture,6500-6200 BCE,Barcın,Turkey,2.903,934855,H5
I0108,ROT6,51.45,11.54,F,Europe_LNBA,Bell_Beaker_Germany,MathiesonNature2015,Mixed:half+plus,1240K.capture,"2575-2299 calBCE (3953±47 BP, Er-8710)",Rothenschirmbach,Germany,1.197,764099,H5a3
I0361,SVP9,53.03,50.39,M,Steppe_MLBA,Srubnaya,MathiesonNature2015,half,1240K.capture,1850-1200 BCE,"Spiridonovka IV, Samara River, Samara",Russia,0.448,415327,H5b
I0358,SVP6,53.03,50.39,F,Steppe_MLBA,Srubnaya,MathiesonNature2015,half,1240K.capture,"1906-1631 calBCE (3455±56 BP, AA-47808)","Spiridonovka IV, Samara River, Samara",Russia,0.264,273856,H6a1a
I0444,SVP58,53.1,51.13,M,Steppe_EMBA,Yamnaya_Samara,MathiesonNature2015,half,1240K.capture,"3335-2882 calBCE (4370±75 BP, AA-12570)","Kutuluk I, Kutuluk River, Samara",Russia,0.653,551461,H6a1b
I0126,SVP51,53.31,51.15,M,Steppe_EMBA,Poltavka,MathiesonNature2015,half,1240K.capture,"2867-2486 calBCE (4081±54 BP, AA-53803)","Kutuluk III, Kutuluk River, Samara",Russia,0.347,339812,H6a2
I0234,SVP25,53.14,50.01,F,Steppe_MLBA,Srubnaya,MathiesonNature2015,half,1240K.capture,1850-1600 BCE,"Rozhdestveno I, Samara Steppes, Samara",Russia,0.513,467183,I1a1
I0440,SVP53,53.74,49.38,M,Steppe_EMBA,Poltavka,MathiesonNature2015,half,1240K.capture,"2887-2666 calBCE (4180±30 BP, Beta-392492)","Lopatino II, Sok River, Samara",Russia,4.953,1058753,I3a
I1585,M11-59,40.3,29.56666667,F,Anatolia_N,Anatolia_Neolithic,MathiesonNature2015,half,1240K.capture,6500-6200 BCE,Barcın,Turkey,3.098,852587,J1 or J1c
I1500,"HUNG372, NE5",47.167,20.833,M,Europe_EN,ALPC_Hungary_MN,MathiesonNature2015,half,1240K.capture,"5210-4990 calBCE (6164±64 BP,OxA-23763)",Kompolt-Kigyoser,Hungary,4.246,854790,J1c1
I1280,MIR17,42.33333333,-3.5,F,Europe_MNChL,Iberia_Chalcolithic,MathiesonNature2015,half,1240K.capture,"2900-2346 BCE [2568-2346 calBCE (3950±30 BP, Beta-416457); 2857-2496 calBCE (4080±30 BP, Beta-416456); 2865-2575 calBCE (4110±30 BP, Beta-416458); 2900-2679 calBCE (4210±30 BP, Beta-416455); based on dates of other El Mirador samples)","El Mirador Cave, Atapuerca, Burgos",Spain,0.22,208463,J1c1
I0744,M10-275,40.3,29.56666667,M,Anatolia_N,Anatolia_Neolithic,MathiesonNature2015,half,1240K.capture,6500-6200 BCE,Barcın,Turkey,2.39,907009,J1c11
I1539,ESP25,51.42,11.68,F,Europe_LNBA,Corded_Ware_Germany,MathiesonNature2015,half,1240K.capture,"2625-2291 calBCE (3967±57 BP, Er-7779)",Esperstedt,Germany,0.132,143190,J1c1b1a
I1532,ESP8,51.42,11.68,M,Europe_LNBA,Corded_Ware_Germany,MathiesonNature2015,half,1240K.capture,2500-2050 BCE,Esperstedt,Germany,0.566,475207,J1c2e
I0113,QUEXII4,51.79,11.14,F,Europe_LNBA,Bell_Beaker_Germany,MathiesonNature2015,Mixed:half+plus,1240K.capture,"2346-2033 calBCE (3773±47 BP, Er-7283)",Quedlinburg XII,Germany,0.777,609165,J1c5
I1505,"PF839/1198, NE4",47.88,21.192,F,Europe_EN,Hungary_Neolithic,MathiesonNature2015,half,1240K.capture,"5290-5050 calBCE (6153±33 BP, OxA-28020)",Polgar Ferenci hat,Hungary,3.494,797508,J1c5
I1538,ESP20,51.42,11.68,M,Europe_LNBA,Corded_Ware_Germany,MathiesonNature2015,half,1240K.capture,2500-2050 BCE,Esperstedt,Germany,0.126,137950,J1c5
I1540,ESP28,51.42,11.68,M,Europe_LNBA,Corded_Ware_Germany,MathiesonNature2015,half,1240K.capture,2500-2050 BCE,Esperstedt,Germany,0.298,291946,J1c5
I1314,MIR26,42.33333333,-3.5,M,Europe_MNChL,Iberia_Chalcolithic,MathiesonNature2015,half,1240K.capture,"2900-2346 BCE [2568-2346 calBCE (3950±30 BP, Beta-416457); 2857-2496 calBCE (4080±30 BP, Beta-416456); 2865-2575 calBCE (4110±30 BP, Beta-416458); 2900-2679 calBCE (4210±30 BP, Beta-416455); based on dates of other El Mirador samples)","El Mirador Cave, Atapuerca, Burgos",Spain,0.268,224117,J2a1a1
I1542,ESP33,51.42,11.68,M,Europe_LNBA,Corded_Ware_Germany,MathiesonNature2015,half,1240K.capture,2500-2050 BCE,Esperstedt,Germany,0.068,78085,J2a2a
I0423,SVP31,52.54,50.5,M,Steppe_MLBA,Srubnaya_Outlier,MathiesonNature2015,half,1240K.capture,1850-1200 BCE,"Barinovka I, Samara River, Samara",Russia,0.485,418611,J2b1a2a
I1508,"HUNG276, KO2",47.318741,21.527443,F,Europe_EN,Koros_Hungary_EN,MathiesonNature2015,half,1240K.capture,"5710-5570 calBCE (6726±35 BP, OxA-28101)",Berettyóújfalu-Morotva-Liget,Hungary,0.914,585392,K1a
I1271,MIR1,42.33333333,-3.5,F,Europe_MNChL,Iberia_Chalcolithic,MathiesonNature2015,half,1240K.capture,"2900-2346 BCE [2568-2346 calBCE (3950±30 BP, Beta-416457); 2857-2496 calBCE (4080±30 BP, Beta-416456); 2865-2575 calBCE (4110±30 BP, Beta-416458); 2900-2679 calBCE (4210±30 BP, Beta-416455); based on dates of other El Mirador samples)","El Mirador Cave, Atapuerca, Burgos",Spain,0.241,239592,K1a
I0746,L11-322,40.3,29.56666667,M,Anatolia_N,Anatolia_Neolithic,MathiesonNature2015,half,1240K.capture,6500-6200 BCE,Barcın,Turkey,8.465,1033308,K1a or K1a1
I1100,M11-351,40.3,29.56666667,F,Anatolia_N,Anatolia_Neolithic,MathiesonNature2015,half,1240K.capture,6500-6200 BCE,Barcın,Turkey,0.331,304802,K1a or K1a6
I1579,M13-72,40.3,29.56666667,F,Anatolia_N,Anatolia_Neolithic,MathiesonNature2015,half,1240K.capture,6500-6200 BCE,Barcın,Turkey,2.507,847361,K1a-C150T
I1504,"HUNG381, BR2",47.82,19.95,M,Europe_LNBA,Late_Bronze_Age,MathiesonNature2015,half,1240K.capture,"1270-1110 calBCE (2769±24 BP, OxA-27859)",Ludas-Varju-Dulo,Hungary,1.332,704178,K1a1a
I0405,Mina3,41.2522,-2.32622,M,Europe_MNChL,Iberia_MN,MathiesonNature2015,plus,1240K.capture,3900-3600 BCE,La Mina,Spain,0.377,327044,K1a1b1
I1534,ESP14,51.42,11.68,M,Europe_LNBA,Corded_Ware_Germany,MathiesonNature2015,half,1240K.capture,2500-2050 BCE,Esperstedt,Germany,0.158,167366,K1a1b2a
I0727,M24 / UA JK 16,40.26,29.65,M,Anatolia_N,Anatolia_Neolithic,MathiesonNature2015,half,1240K.capture,6400-5600 BCE,Mentese,Turkey,0.171,186798,K1a2
I1550,HAL19,51.89,11.04,F,Europe_EN,LBK_EN,MathiesonNature2015,half,1240K.capture,5500-4775 BCE,Halberstadt-Sonntagsfeld,Germany,0.745,514954,K1a2
I1583,L14-200,40.3,29.56666667,M,Anatolia_N,Anatolia_Neolithic,MathiesonNature2015,half,1240K.capture,6500-6200 BCE,Barcın,Turkey,9.396,1012449,K1a2
I1300,MIR22,42.33333333,-3.5,F,Europe_MNChL,Iberia_Chalcolithic,MathiesonNature2015,half,1240K.capture,"2900-2346 BCE [2568-2346 calBCE (3950±30 BP, Beta-416457); 2857-2496 calBCE (4080±30 BP, Beta-416456); 2865-2575 calBCE (4110±30 BP, Beta-416458); 2900-2679 calBCE (4210±30 BP, Beta-416455); based on dates of other El Mirador samples)","El Mirador Cave, Atapuerca, Burgos",Spain,2.792,807280,K1a2a
I0060,ROT3,51.45,11.54,F,Europe_LNBA,Bell_Beaker_Germany,MathiesonNature2015,plus,1240K.capture,"2428-2149 calBCE (3822±25 BP, MAMS-22819)",Rothenschirmbach,Germany,0.105,118605,K1a2c
I1102,M11-354,40.3,29.56666667,M,Anatolia_N,Anatolia_Neolithic,MathiesonNature2015,half,1240K.capture,6500-6200 BCE,Barcın,Turkey,0.55,423429,K1a3a
I1496,"HUNG352, NE6",47.167,19.833,M,Europe_EN,LBK_Hungary_MN,MathiesonNature2015,half,1240K.capture,"5300-4950 calBCE (6135±33 BP, MAMS-14821)",Apc-Berekalya I,Hungary,5.246,835911,K1a3a3
I0724,T2 / UP,40.26,29.65,M,Anatolia_N,Anatolia_Neolithic,MathiesonNature2015,half,1240K.capture,6400-5600 BCE,Mentese,Turkey,0.231,239349,K1a4
I0707,BAR2 / L11-213,40.3,29.56666667,F,Anatolia_N,Anatolia_Neolithic,MathiesonNature2015,half,1240K.capture,6500-6200 BCE,Barcın,Turkey,9.431,1026916,K1a4
I1272,MIR2,42.33333333,-3.5,F,Europe_MNChL,Iberia_Chalcolithic,MathiesonNature2015,half,1240K.capture,"2857-2496 calBCE (4080±30 BP, Beta-416456)","El Mirador Cave, Atapuerca, Burgos",Spain,0.977,599689,K1b1a1
I0407,Mina6,41.2522,-2.32622,F,Europe_MNChL,Iberia_MN,MathiesonNature2015,plus,1240K.capture,3900-3600 BCE,La Mina,Spain,1.363,567058,K1b1a1
I1103,M11-S-350,40.3,29.56666667,M,Anatolia_N,Anatolia_Neolithic,MathiesonNature2015,half,1240K.capture,6500-6200 BCE,Barcın,Turkey,1.135,622029,K1b1b1
I0235,SVP26,53.14,50.01,F,Steppe_MLBA,Srubnaya,MathiesonNature2015,half,1240K.capture,1850-1600 BCE,"Rozhdestvenno I, Samara Steppes, Samara",Russia,0.454,420407,K1b2a
I1502,"HUNG370, BR1",47.167,20.833,F,Europe_LNBA,Hungary_Mako_EBA,MathiesonNature2015,half,1240K.capture,"2190-1980 calBCE (3686±28 BP,OxA-23799)",Kompolt-Kigyoser,Hungary,4.682,824420,K1c1
I1544,ESP36,51.42,11.68,M,Europe_LNBA,Corded_Ware_Germany,MathiesonNature2015,half,1240K.capture,2500-2050 BCE,Esperstedt,Germany,0.104,117069,K2b2
I1096,BAR26 / M10-76,40.3,29.56666667,M,Anatolia_N,Anatolia_Neolithic,MathiesonNature2015,half,1240K.capture,6500-6200 BCE,Barcın,Turkey,2.865,780073,N1a1a1
I0100,HAL4,51.89,11.04,F,Europe_EN,LBK_EN,MathiesonNature2015,half,1240K.capture,"5202-4852 calBCE (6080±32 BP, KIA-40341)",Halberstadt-Sonntagsfeld,Germany,6.727,1002375,N1a1a1a
I1495,"HUNG347, NE7",47.167,19.833,M,Europe_EN,Hungary_MN,MathiesonNature2015,half,1240K.capture,"4490-4360 calBCE (5598±32 BP, MAMS-14819)",Apc-Berekalya I,Hungary,4.853,854267,N1a1a1a
I0736,L11-216,40.3,29.56666667,F,Anatolia_N,Anatolia_Neolithic,MathiesonNature2015,half,1240K.capture,6500-6200 BCE,Barcın,Turkey,2.248,825825,N1a1a1a
I0659,HAL2,51.89,11.04,M,Europe_EN,LBK_EN,MathiesonNature2015,half,1240K.capture,"5211-4963 calBCE [5211-4963 calBCE (6130±39 BP, KIA-40350); 5209-4963 (6123±35 BP, KIA-30408)]",Halberstadt-Sonntagsfeld,Germany,0.703,582038,N1a1a1a2
